Waldort,WE-Typ,bz_rows,ba_rows,S,MA,Fl,LH,NH,Dring,Zeit,Bew,Sch,Rueck,Text
105E3,WO,0,5,1,JP,0.4,0,0,1,1,1,0,0,Waldrebe
105F1,WO,0,2,1,JP,0.5,0,0,1,1,1,0,0,"Brombeere, Holler überwuchert"
105F2,WO,0,8,0,0,0.0,0,0,0,0,0,0,0,0
105F3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
105G1,WO,0,2,1,DF,0.55,0,30,1,1,2,1,30,0
105G2,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
105H0,WO,0,3,1,JP,0.4,0,0,1,1,1,0,0,LA freistellen
105I1,WO,0,3,1,DF,0.5,30,0,1,1,2,1,30,gemeinsam mit DF in I2
105I2,WO,0,4,1,ND,0.55,0,30,1,1,2,1,30,"alternativ gemeinsam mit K0 und Seil bergauf, davor Stichweg ausbauen"
105I3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
105J0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
105K0,WO,0,4,1,DF,4.0,130,30,2,1,2,1,23,"alternativ mit Harvester, vernässte Gräben meiden!"
105L0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
105M0,WO,0,3,1,JP,0.1,0,0,1,1,1,0,0,drüsiges Springkraut
10531,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10532,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10581,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
106A0,WO,0,9,0,0,0.0,0,0,0,0,0,0,0,0
106B0,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
106C0,WO,0,10,0,0,0.0,0,0,0,0,0,0,0,0
106D0,WO,0,8,1,PL,1.5,70,20,2,2,1,1,30,gemeinsam mit E0
106E0,WO,0,5,1,DF,1.1,50,0,1,1,1,1,30,0
106F0,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
106G0,WO,0,7,2,DF,0.5,30,0,2,1,3,1,10,Kleinstock
106H0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
106I0,WO,0,3,1,DF,1.2,20,60,1,1,2,1,31,DG/EI fördern
106J0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
106K0,WO,0,5,1,DF,0.6,10,30,1,1,2,1,31,"vorwiegend KI/GB entnehmen, QP fördern"
10681,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10682,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10683,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10684,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
107A1,WO,0,3,1,DF,0.0,0,30,2,1,2,1,30,LA/KI fördern
107A2,WO,0,3,1,DF,1.66,0,190,1,1,2,1,30,0
107B1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
107B2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
107B3,WO,0,2,1,DF,2.31,0,150,1,1,2,1,30,QP fördern
107C1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
107C2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
107D1,WO,0,7,1,DF,1.0,30,0,1,1,3,1,10,"Brennholz HB, Kleinstock"
107D2,WO,0,2,1,DE,0.46,0,20,1,1,2,1,10,0
107D3,WO,0,4,1,AS,1.2,0,0,1,1,1,0,0,"Waldrebenbekämpfung und Holler abstocken, vorhandenes LH fördern"
107E0,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
107F0,WO,0,4,1,ZV,0.0,0,40,3,1,2,1,30,alternativ mit Seilkran
107G0,WO,0,7,1,DF,0.6,10,30,1,1,2,1,31,"DG freistellen, FI in Graben ND"
107H0,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
107I1,WO,0,3,1,DF,1.29,90,30,1,1,2,1,30,alternativ händisch Rücken
107I2,WO,0,5,1,DF,1.8,30,100,1,1,2,1,30,alternativ händisch
107J0,WO,0,10,0,0,0.0,0,0,0,0,0,0,0,0
107K1,WO,0,2,1,DF,1.9,10,80,1,1,2,1,10,0
107K2,WO,0,4,1,DF,0.9,10,40,1,1,2,1,10,EI fördern
10731,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10781,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10782,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10783,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
108A1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
108A2,WO,0,4,1,DF,0.89,0,50,1,1,2,2,23,"Mistelbefall an KI, LA fördern"
108A3,WO,0,3,1,DF,0.94,0,70,1,1,2,2,23,KI/BU fördern
108B0,WO,0,4,1,DF,1.16,0,50,2,1,2,4,35,0
108C1,WO,0,1,1,DF,0.32,0,20,1,1,2,4,35,0
108C2,WO,0,3,1,DE,0.77,0,30,1,1,2,4,35,0
108D0,WO,0,2,1,DF,1.58,0,80,1,1,2,2,23,Kronenpflege gemeinsam mit G1/2 nutzen
108E0,WO,0,5,1,DF,0.78,0,50,1,1,2,2,23,alternativ Befahrbarkeit prüfen
108F0,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
108G1,WO,0,2,1,DF,1.06,0,80,1,1,2,2,23,Stabilitätspflege
108G2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
108H1,WO,0,3,1,DF,2.2,0,150,1,1,2,2,23,0
108H2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
108I0,WO,0,2,1,DE,1.1,20,40,1,1,2,1,31,0
108J1,WO,0,3,1,ZV,0.0,0,20,3,1,2,1,30,0
108J2,WO,0,1,1,DF,1.2,0,70,2,1,2,4,35,0
108J3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
108J4,WO,0,4,1,DE,0.75,0,40,2,1,2,4,35,0
108K1,WO,0,4,1,JF,1.0,0,50,2,1,2,4,35,Beischlägerung
108K2,WO,0,3,1,DF,1.18,0,70,1,1,2,4,35,0
108K3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
108K4,WO,0,3,1,DE,1.0,0,60,2,1,2,4,35,0
108K5,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
108L0,WO,0,3,1,JF,0.44,0,30,1,1,2,1,30,0
108M1,WO,0,6,2,DF,0.2,0,10,1,1,2,1,31,Dauerwaldstruktur erhalten
108M2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
108N0,WO,0,4,1,PL,0.7,0,60,1,1,2,1,23,0
108O0,WO,0,5,1,DF,4.26,0,300,5,1,2,2,23,"nach Stichwegbau, Mistelbefall eindämmen"
108P0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
108Q0,WO,0,6,1,DE,0.3,10,0,2,1,2,1,31,Brennholz
108R0,WO,0,3,1,DF,0.3,0,10,1,1,2,1,31,Kronenpflege dringend
10831,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10832,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10833,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10841,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10851,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10881,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10882,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
109A1,WO,0,4,1,DF,1.0,0,90,1,1,2,4,35,"Gassen anlegen, LH fördern"
109A2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
109A3,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
109B1,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
109B2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
109C1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
109C2,WO,0,3,1,DF,1.8,0,130,2,1,2,2,23,"gemeinsam mit J0 nutzen, alternativ mit Harvester"
109C3,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
109C4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
109D0,WO,0,2,1,DF,1.1,0,60,1,1,2,4,35,0
109E1,WO,0,4,1,SB,1.4,20,100,5,1,2,2,23,oben Stichweg für LKW ausbauen
109E2,WO,0,5,1,AD,0.7,0,70,1,2,2,1,23,0
109F1,WO,0,8,1,DF,0.7,0,70,1,1,2,4,35,"incl. Gassenholz, Mischbaumarten fördern"
109F2,WO,0,3,1,DE,0.3,10,0,1,1,2,1,30,Brennholz
109F3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
109F4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
109F5,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
109G1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
109G2,WO,0,5,1,DF,0.7,0,30,1,1,2,4,35,TA/LH als Stabilitätsträger fördern
109H1,WO,0,3,1,DF,1.2,0,60,2,1,2,2,23,alternativ Harvester
109H2,WO,0,6,1,DE,0.3,0,10,1,1,2,4,35,Kronen von FI erhalten
109H3,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
109I0,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
109J0,WO,0,1,1,DF,2.3,10,130,2,1,2,2,23,"Doppelbloch, gemeinsam mit C2 nutzen"
109K1,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
109K2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
109L0,WO,0,5,1,DF,1.5,10,70,2,1,2,1,23,gemeinsam mit SB in E1
109M0,WO,0,9,1,SB,0.0,0,150,2,1,2,1,26,0
109N0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
109O1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
109O2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
109O3,WO,0,9,1,DF,0.2,0,10,1,1,2,1,31,Kleinstock
10931,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10932,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10941,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
10942,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
110A0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
110B0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
110C0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
110D0,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
110E0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
110F0,WO,0,8,0,0,0.0,0,0,0,0,0,0,0,0
110G0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
11081,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
11082,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
11083,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
11084,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
156A0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
156B1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
156B2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
156C0,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
156D1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
156D2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
156D3,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
156D4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
156D5,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
156E0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
156F1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
156F2,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
156F3,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
156F4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
156G1,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
156G2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
156H0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
156I1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
156I2,WO,0,8,0,0,0.0,0,0,0,0,0,0,0,0
156J0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
156K0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
156L1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
156L2,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
156M0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
156N0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
156O1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
156O2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
156O3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
156P0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
15631,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
15632,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
15633,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
15671,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
157A0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157B0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
157C0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157D1,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
157D2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157E0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157F0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
157G1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
157G2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
157H0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157I0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
157J1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157J2,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
157K0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157L0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
157M0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157N1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157N2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157O0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157P0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
157Q0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157R1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157R2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157R3,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
157S0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157T0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157U0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
157V0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157W1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
157W2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157X0,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
157Y0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
157Z0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
15731,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
15732,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
15741,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
15781,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
15782,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
15783,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
15784,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
15785,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
15786,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
158A1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
158A2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
158A3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
158B1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
158B2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
158C0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
158D1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
158D2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
158D3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
158E0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
158F0,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
158G0,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
158H1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
158H2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
158I0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
158J0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
158K0,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
158L0,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
158M0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
158N0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
158O0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
158P0,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
158Q0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
15831,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
15841,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
159A0,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
159C1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
159C2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
159C3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
159D1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
159D2,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
159D3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
159D4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
159E1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
159E2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
159F1,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
159F2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
159G1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
159G2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
159H0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
159I1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
159I2,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
159I3,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
159J0,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
159K1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
159K2,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
159K3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
159L1,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
159L2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
159L3,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
159L4,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
159L5,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
15931,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
15941,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
15942,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
160A0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160B1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
160B2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
160C1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
160C2,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
160C3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160C4,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
160C5,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
160C6,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
160C7,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160D1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
160D2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160E0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160F1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
160F2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
160F3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
160F4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
160F5,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
160G1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160G2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160H1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
160H2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
160H3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160J0,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
160K1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
160K2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
160L0,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
160M0,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
160N1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
160N2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160P0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
160Q1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
160Q2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160Q3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
160Q4,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
160Q5,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
160R0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
160S1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160S2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160T0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160U1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
160U2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
160U3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
160U4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160U5,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
160U6,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
160V1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
160V2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
160V3,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
16031,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
16032,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
16041,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
16042,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
161A1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
161A2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
161A3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
161B0,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
161C1,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
161C2,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
161C3,WO,0,5,0,0,0.0,0,0,0,0,0,0,0,0
161D1,WO,0,8,0,0,0.0,0,0,0,0,0,0,0,0
161D2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
161E1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
161E2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
161F1,WO,0,9,0,0,0.0,0,0,0,0,0,0,0,0
161F2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
161F3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
161F4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
161G1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
161G2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
161G3,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
161G4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
161H1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
161H2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
161H3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
161H4,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
161I1,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
161I2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
161I3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
161I4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
161J0,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
161K1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
161K2,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
161K3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
161L1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
161L2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
161M1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
161M2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
161M3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
16131,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
16141,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
16151,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
16191,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
162A1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
162A2,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
162A3,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
162A4,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
162B1,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
162B2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
162B3,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
162C1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
162C2,WO,0,1,0,0,0.0,0,0,0,0,0,0,0,0
162C3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
162D1,WO,0,4,0,0,0.0,0,0,0,0,0,0,0,0
162D2,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
162D3,WO,0,2,0,0,0.0,0,0,0,0,0,0,0,0
162E1,WO,0,7,0,0,0.0,0,0,0,0,0,0,0,0
162E2,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
162E3,WO,0,6,0,0,0.0,0,0,0,0,0,0,0,0
16231,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
16232,NG,0,0,0,0,0.0,0,0,0,0,0,0,0,0
163A1,WO,0,3,0,0,0.0,0,0,0,0,0,0,0,0
